지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),최다풍향(16방위),평균 증기압(hPa),평균 현지기압(hPa),합계 일사량(MJ/m2),평균 전운량(1/10),평균 지면온도(°C)
108,서울,2020-08-20,27.7,,1.7,250,27.8,1002.4,15.16,6.4,27.6
108,서울,2020-08-21,26.6,2.5,1.6,50,28.9,1003.9,8.74,8.8,27.6
108,서울,2020-08-22,24.3,42.6,2.1,50,26.4,1002.5,7.56,9,25.2
108,서울,2020-08-23,25.3,,1.9,270,24.9,998.7,18.72,6,27.2
108,서울,2020-08-24,27.8,,2.2,50,26.5,995.2,20.25,5.9,28.6
108,서울,2020-08-25,29.9,,2.1,200,28.8,995,21.21,5.9,30.5
108,서울,2020-08-26,30.2,.6,3.4,70,28.8,992.2,19.68,6.4,29.3
108,서울,2020-08-27,27.1,8.7,3.6,110,30.2,991.3,5.5,9.9,27.2
108,서울,2020-08-28,27.3,13.6,1.6,270,32.2,997.3,10.18,8.9,28.1
108,서울,2020-08-29,26.8,13.6,1.3,50,31.7,999.2,8.7,8.4,28.7
108,서울,2020-08-30,26.8,42.5,2.1,200,31,1001.6,12.89,7.9,28.1
108,서울,2020-08-31,26.4,0,2.8,50,26.6,1002.4,12.25,8.8,27.2
108,서울,2020-09-01,26.6,0,1.9,110,25,999.4,11.35,8.8,27
108,서울,2020-09-02,24.3,33.3,2.3,50,27.6,993.7,3.34,9.6,25.3
108,서울,2020-09-03,22.7,29.8,4.8,200,22.4,987.3,13.51,7.4,24
108,서울,2020-09-04,23.3,,2.7,200,17.8,1002.2,21.21,1.6,23.7
108,서울,2020-09-05,23.3,,2,50,18.8,1003.5,14.49,8,23.4
108,서울,2020-09-06,21.7,6.4,2.7,50,20.5,999.3,7.13,9.4,22.7
108,서울,2020-09-07,19.2,61,4.2,50,20.8,983.1,3.37,10,20.1
108,서울,2020-09-08,23.4,0,4.2,230,20.2,998.7,21.87,5.4,23.1
108,서울,2020-09-09,21.1,1.3,2.1,180,20.7,999.9,12.29,7.6,22.2
108,서울,2020-09-10,22.8,3.9,2,50,20.5,999.1,19.17,6.3,24.4
108,서울,2020-09-11,22.4,1.2,2.8,50,19.3,1004.5,12.87,7.6,22.7
108,서울,2020-09-12,20.2,5.7,2,50,19.7,,7.34,9.5,21.5
108,서울,2020-09-13,21.5,,1.9,50,17.8,1005.7,20.53,2.8,24.1
108,서울,2020-09-14,21.3,0,1.8,270,19.9,1004.4,13.86,4.6,22.8
108,서울,2020-09-15,23,,1.6,50,21,1002.6,16.56,7.5,23.9
108,서울,2020-09-16,22.5,.3,1.9,180,21.7,999.6,6.21,9.4,22.2
108,서울,2020-09-17,21.3,,2.1,270,17.5,1000.2,9.35,8.4,21.5
108,서울,2020-09-18,21.5,,2.8,250,15.5,1002.7,21.24,3.1,22.4
108,서울,2020-09-19,21.2,.3,2.2,250,14.3,1004.9,21.25,1.5,21.8
108,서울,2020-09-20,19.7,,2,290,12.8,1007,22.19,0,21.2
108,서울,2020-09-21,19.1,,1.7,50,12,1008.1,19.54,4.5,20.6
108,서울,2020-09-22,20.2,,2.8,50,12.7,1008.7,21.71,3.1,21.8
108,서울,2020-09-23,19.2,,3.3,50,13.3,1008.2,16.99,7.6,20.8
108,서울,2020-09-24,20.6,,3.7,50,14.4,1005.3,18.54,6.6,22
108,서울,2020-09-25,20.1,,2.5,50,14.9,1003.7,13.39,4.9,21.5
108,서울,2020-09-26,19.3,,2.4,50,13.7,1006.7,15.92,4,20.4
108,서울,2020-09-27,20.4,,2,50,14.8,1008.5,18.7,1.1,21.4
108,서울,2020-09-28,20.7,,2,50,15.7,1006.5,19.29,1.1,22
108,서울,2020-09-29,19.6,,1.9,290,15.1,1001.6,14.84,6.8,20.7
108,서울,2020-09-30,19.6,38.3,1.7,20,17.4,1000.6,14,7.1,21.1
108,서울,2020-10-01,18.8,,2.1,50,16.1,1003.4,10.89,5.5,19.6
108,서울,2020-10-02,19.2,0,2.3,180,17.7,1004.6,6.34,9.1,18.5
108,서울,2020-10-03,19.9,0,1.6,270,16.7,1004.9,9.79,8,19.8
108,서울,2020-10-04,16.6,0,2.8,270,12.4,1002.7,12.36,7.1,17.8
108,서울,2020-10-05,13.3,,2.5,270,8.6,1007.9,19.44,2.3,14.5
108,서울,2020-10-06,14.2,,2,290,8.7,1012.2,19.81,2.5,14.6
108,서울,2020-10-07,16,,1.9,50,8.5,1015.8,16.99,3.8,14.9
108,서울,2020-10-08,17.2,,3.1,50,10.1,1016.7,19.27,.1,15.9
108,서울,2020-10-09,17.2,,3,70,10.4,1013.2,18.55,4.6,16.6
108,서울,2020-10-10,16.9,,2,70,11.3,1009.7,15.28,5.3,16.6
108,서울,2020-10-11,16.9,,1.8,50,13,1006.1,11.45,5.8,16.1
108,서울,2020-10-12,16.2,,2.2,250,12.5,1005.2,13.59,2.6,16.8
108,서울,2020-10-13,13.6,,2.2,270,7.9,1010.7,14.16,3.5,14.2
108,서울,2020-10-14,12.8,,2.4,290,6.9,1014.6,12.19,6.6,14.3
108,서울,2020-10-15,11.7,,1.5,50,5.7,1015.8,14.48,6.6,13.1
108,서울,2020-10-16,11.8,,1.5,50,8.9,1013.7,5.28,7.6,12.5
108,서울,2020-10-17,13.1,,1.8,270,9.2,1013,17.65,1,13.1
108,서울,2020-10-18,13.6,,2,20,10,1013.6,15.96,.5,12.9
108,서울,2020-10-19,15.1,,1.7,20,12.4,1014.7,15.27,0,14.3
108,서울,2020-10-20,15.2,,1.6,20,11.2,1015.4,15.67,.4,14.5
108,서울,2020-10-21,14.1,,1.9,50,11.1,1008.6,4.72,7.3,13.7
108,서울,2020-10-22,13.5,0,2.8,50,10.2,1003.5,11.01,4.6,15.2
108,서울,2020-10-23,8.6,,3,270,5.6,1004.9,17.01,0,10.7
108,서울,2020-10-24,8.7,,2.5,270,5.3,1008.7,16.65,0,9.4
108,서울,2020-10-25,11.8,,1.7,20,8.3,1009.9,13.83,2.8,10.9
108,서울,2020-10-26,12.9,,1.6,20,10.3,1009.8,13.69,1.6,11.9
108,서울,2020-10-27,14,,1.8,270,11.6,1010.9,12.23,1.1,13.2
108,서울,2020-10-28,13.8,,2.5,270,8.2,1012.6,15.27,3.8,13.8
108,서울,2020-10-29,10.8,,2,270,5.1,1013.7,13.77,3.1,11.5
108,서울,2020-10-30,11.9,,1.5,50,5.8,1015.2,14.62,.4,11.2
108,서울,2020-10-31,13.6,,2.6,200,9.3,1013.9,11.03,6.1,12.9
108,서울,2020-11-01,13.7,13.6,2.3,200,13.2,1009.2,1.61,8.6,13.1
108,서울,2020-11-02,10.8,1.7,2.3,270,7.1,1010.1,14.6,3,10
108,서울,2020-11-03,5.1,.5,3.5,270,4.1,1011.9,15.22,1.5,6.1
108,서울,2020-11-04,4.9,,2.3,270,3.7,1015.2,15.36,0,5.2
108,서울,2020-11-05,9.6,,1.8,50,7.3,1016.7,12.77,5.3,10.5
108,서울,2020-11-06,13.5,,1.7,50,9.8,1010.9,5.65,8.9,12.5
108,서울,2020-11-07,14.6,.1,2.7,230,11.2,1007.6,11.01,3.6,14.6
108,서울,2020-11-08,8.5,,3.1,270,5,1012.3,14.66,0,9.9
108,서울,2020-11-09,5.5,,1.8,270,3.7,1015.2,10.48,2.4,5.6
108,서울,2020-11-10,7.7,,2.2,270,5.8,1017.9,13.61,0,7.9
108,서울,2020-11-11,9.3,,1.6,50,6.1,1021.3,12.96,0,8.7
108,서울,2020-11-12,10.4,,1.7,20,6.9,1019.9,12.27,2,9.2
108,서울,2020-11-13,12.2,,1.6,20,10,1018.2,8.92,3,12.1
108,서울,2020-11-14,12.5,,1.7,50,9.2,1018.9,11.58,1.3,10.9
108,서울,2020-11-15,11.1,,1.7,20,9.8,1017.1,9.52,3.4,10.2
108,서울,2020-11-16,12.4,,1.6,50,9.8,1015.9,10.76,2.1,10.9
108,서울,2020-11-17,15.9,.1,2.3,70,12.2,1013.2,5.7,7.4,13
108,서울,2020-11-18,16.6,12.2,2.6,50,17.2,1005.5,2.63,9.8,15.3
108,서울,2020-11-19,13.6,86.9,4.2,270,14.9,998,.96,9.8,14.6
108,서울,2020-11-20,2.8,0,3.2,290,5.6,1009.3,2.74,6.6,6.2
108,서울,2020-11-21,6.5,.2,2.1,50,6.6,1013.1,10.52,6.1,6.5
108,서울,2020-11-22,5.6,4.8,2.5,270,7.4,1012.4,3.61,7.8,7.3
108,서울,2020-11-23,1.7,,2.3,290,4.2,1017.8,12.35,.3,2.9
108,서울,2020-11-24,2.9,,1.8,20,4.1,1018,6.33,6.1,3.5
108,서울,2020-11-25,4.6,,1.5,270,5.4,1017,8.32,5.4,3.5
108,서울,2020-11-26,5.6,,1.7,270,5.9,1016.5,9.8,5.5,4.4
108,서울,2020-11-27,4.1,0,2.7,270,5,1015.4,8.52,4.9,4.9
108,서울,2020-11-28,-.1,,2.8,290,3,1018.3,11.89,2.9,1.2
108,서울,2020-11-29,-.6,,2.2,270,3.5,1019.3,5.61,4.1,.7
108,서울,2020-11-30,-.2,,1.9,270,3.4,1024.1,11.55,0,.4
108,서울,2020-12-01,1.1,,1.9,290,2.8,1024.7,10.69,4.4,.3
108,서울,2020-12-02,2.4,,1.8,270,3,1020.2,6.38,6.6,2.2
108,서울,2020-12-03,.7,,2.7,290,3,1019.1,11.52,1,1.2
108,서울,2020-12-04,-.6,,1.8,290,3,1019.6,11.62,.9,-.3
108,서울,2020-12-05,2.1,,1.7,20,4.5,1019.1,8.18,5.6,.5
108,서울,2020-12-06,4.5,,1.8,50,5.6,1017.4,8.37,4.3,2.1
108,서울,2020-12-07,3.4,,2.6,270,4.5,1017.6,8.93,3.8,3.1
108,서울,2020-12-08,-.5,,2,320,2.9,1018.2,11.4,.4,.1
108,서울,2020-12-09,1.5,,1.5,50,3.8,1015.9,8.48,4.5,-.3
108,서울,2020-12-10,5.8,0,1.7,50,6.5,1011.8,4.74,7.8,3.9
108,서울,2020-12-11,5.3,,1.8,270,6.8,1009.1,5.85,6.5,3.3
108,서울,2020-12-12,2.3,,2.1,270,3.6,1009,10.22,1.8,1.8
108,서울,2020-12-13,-1.1,2.9,2.9,270,4.4,1008.4,1.9,5.4,.5
108,서울,2020-12-14,-7.7,,3.4,290,1.7,1018.3,11.44,0,-1.9
108,서울,2020-12-15,-8.3,,2.8,290,1.4,1020.5,11.61,0,-3.7
108,서울,2020-12-16,-8.3,,2.6,290,1.4,1020.6,11.44,0,-4.3
108,서울,2020-12-17,-4.9,0,1.7,20,2,1019.6,11.15,2.3,-3.7
108,서울,2020-12-18,-2.1,.2,3,50,3,1017.7,8.45,4.1,-1.3
108,서울,2020-12-19,-5.1,,2.4,270,1.9,1022.4,11.27,1.4,-3.5
108,서울,2020-12-20,-3.7,,2,270,2.3,1021.6,11,0,-3.3
108,서울,2020-12-21,-1,,1.6,20,3.6,1018.4,9.99,.9,-2.4
108,서울,2020-12-22,2,,2,20,4.7,1015.3,7.83,4.8,-.4
108,서울,2020-12-23,4.5,0,2.3,50,6.5,1011.3,4.6,7.8,.4
108,서울,2020-12-24,2.6,,2.9,270,4.6,1007.8,9.82,1.3,.7
108,서울,2020-12-25,-.8,,2.1,250,3,1012.8,10.88,.1,-1.4
108,서울,2020-12-26,2.2,,1.8,20,4.7,1013.5,8.99,3,-.6
108,서울,2020-12-27,5.8,0,1.8,70,5.8,1011,8.12,7.5,1.4
108,서울,2020-12-28,6.7,1.3,1.4,50,6.9,1012.6,9.12,5.3,2.7
108,서울,2020-12-29,.1,.2,2.9,270,4.6,1011,1.98,8.5,-.1
108,서울,2020-12-30,-10.9,,4.1,270,1.5,1012.5,11.36,.8,-4.4
108,서울,2020-12-31,-8.9,0,2.4,270,1.7,1015.4,9.06,.4,-5
